Finetuning score threshold: -541.75
Learning rate before schedule: 1e-05
Learning rate after schedule: 6.4549722436790284e-06
Finetuning with 2521 chats
Extracting prompt in train dataset: 100%|██████████| 2521/2521 [00:00<00:00, 5129.58 examples/s]
Applying chat template to train dataset: 100%|██████████| 2521/2521 [00:00<00:00, 3042.45 examples/s]
Tokenizing train dataset: 100%|██████████| 2521/2521 [00:08<00:00, 294.93 examples/s]
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'eos_token_id': 1}.
                                                 
{'loss': 0.6931, 'grad_norm': 31.220449447631836, 'learning_rate': 6.4549722436790284e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -265.9875793457031, 'logps/rejected': -301.85107421875, 'logits/chosen': -7.447696208953857, 'logits/rejected': -7.4755425453186035, 'epoch': 0.01}
{'loss': 0.4599, 'grad_norm': 42.75968933105469, 'learning_rate': 6.094405926758681e-06, 'rewards/chosen': 0.5265006422996521, 'rewards/rejected': -0.1195935383439064, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.6460942029953003, 'logps/chosen': -279.16815185546875, 'logps/rejected': -296.5660400390625, 'logits/chosen': -7.526745796203613, 'logits/rejected': -7.635781764984131, 'epoch': 0.32}
{'loss': 105.6287, 'grad_norm': 206905.71875, 'learning_rate': 6.0643663516601575e-06, 'rewards/chosen': 0.31601792573928833, 'rewards/rejected': -0.22994226217269897, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.5459601879119873, 'logps/chosen': -278.377197265625, 'logps/rejected': -249.85650634765625, 'logits/chosen': -7.541531562805176, 'logits/rejected': -7.484733581542969, 'epoch': 0.33}
{'loss': 0.907, 'grad_norm': 252.60877990722656, 'learning_rate': 6.033205243026985e-06, 'rewards/chosen': 0.2071320116519928, 'rewards/rejected': -0.3491866886615753, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.5563187003135681, 'logps/chosen': -268.40081787109375, 'logps/rejected': -278.4296569824219, 'logits/chosen': -7.515934467315674, 'logits/rejected': -7.488590240478516, 'epoch': 0.34}
{'loss': 0.7672, 'grad_norm': 176.11883544921875, 'learning_rate': 6.000934920106178e-06, 'rewards/chosen': 0.2512453496456146, 'rewards/rejected': -0.21930216252803802, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.47054749727249146, 'logps/chosen': -261.84674072265625, 'logps/rejected': -236.86099243164062, 'logits/chosen': -7.360407829284668, 'logits/rejected': -7.537205696105957, 'epoch': 0.36}
{'loss': 1.1033, 'grad_norm': 461.7237854003906, 'learning_rate': 5.967568140662043e-06, 'rewards/chosen': -0.12186699360609055, 'rewards/rejected': -0.6064608693122864, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.48459392786026, 'logps/chosen': -281.08221435546875, 'logps/rejected': -268.86285400390625, 'logits/chosen': -7.556997299194336, 'logits/rejected': -7.577994346618652, 'epoch': 0.37}
{'loss': 0.7198, 'grad_norm': 394.5754089355469, 'learning_rate': 5.933118095932506e-06, 'rewards/chosen': 0.21513547003269196, 'rewards/rejected': -0.734427809715271, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9495633244514465, 'logps/chosen': -313.0382385253906, 'logps/rejected': -283.45867919921875, 'logits/chosen': -7.435674667358398, 'logits/rejected': -7.696617603302002, 'epoch': 0.38}
{'loss': 1.4012, 'grad_norm': 604.0392456054688, 'learning_rate': 5.897598405414098e-06, 'rewards/chosen': 0.07395382225513458, 'rewards/rejected': -0.5976408123970032, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.6715946793556213, 'logps/chosen': -264.53369140625, 'logps/rejected': -289.0316467285156, 'logits/chosen': -7.355374336242676, 'logits/rejected': -7.513034820556641, 'epoch': 0.39}
{'loss': 1.3503, 'grad_norm': 594.6901245117188, 'learning_rate': 5.861023111477598e-06, 'rewards/chosen': 0.16964861750602722, 'rewards/rejected': -0.5890186429023743, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.7586673498153687, 'logps/chosen': -284.3393859863281, 'logps/rejected': -267.29583740234375, 'logits/chosen': -7.590826988220215, 'logits/rejected': -7.632081031799316, 'epoch': 0.41}
{'loss': 3.5167, 'grad_norm': 2549.077392578125, 'learning_rate': 5.823406673816534e-06, 'rewards/chosen': 0.11792632192373276, 'rewards/rejected': -0.6318455338478088, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.7497718334197998, 'logps/chosen': -285.9368591308594, 'logps/rejected': -305.9613037109375, 'logits/chosen': -7.566646099090576, 'logits/rejected': -7.408232688903809, 'epoch': 0.42}
{'loss': 0.4626, 'grad_norm': 54.01698684692383, 'learning_rate': 5.784763963730667e-06, 'rewards/chosen': 0.24934974312782288, 'rewards/rejected': -0.4815506637096405, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7309004068374634, 'logps/chosen': -285.4842224121094, 'logps/rejected': -246.7549285888672, 'logits/chosen': -7.379452705383301, 'logits/rejected': -7.400939464569092, 'epoch': 0.43}
{'loss': 1.1041, 'grad_norm': 533.5284423828125, 'learning_rate': 5.7451102582467754e-06, 'rewards/chosen': 0.6739906072616577, 'rewards/rejected': -0.35809555649757385, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.0320861339569092, 'logps/chosen': -259.8928527832031, 'logps/rejected': -275.19635009765625, 'logits/chosen': -7.492849826812744, 'logits/rejected': -7.609769344329834, 'epoch': 0.44}
{'loss': 0.7776, 'grad_norm': 236.5009002685547, 'learning_rate': 5.704461234079019e-06, 'rewards/chosen': 0.6752699613571167, 'rewards/rejected': -0.19775384664535522, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.8730239868164062, 'logps/chosen': -252.99761962890625, 'logps/rejected': -316.88311767578125, 'logits/chosen': -7.515368461608887, 'logits/rejected': -7.518763065338135, 'epoch': 0.46}
{'loss': 0.513, 'grad_norm': 46.93277359008789, 'learning_rate': 5.6628329614313065e-06, 'rewards/chosen': 0.69261634349823, 'rewards/rejected': -0.12034229189157486, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.8129586577415466, 'logps/chosen': -297.7262878417969, 'logps/rejected': -287.18719482421875, 'logits/chosen': -7.402650833129883, 'logits/rejected': -7.614672660827637, 'epoch': 0.47}
{'loss': 0.6846, 'grad_norm': 93.37095642089844, 'learning_rate': 5.6202418976440905e-06, 'rewards/chosen': 0.9105339646339417, 'rewards/rejected': -0.07166026532649994, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.982194185256958, 'logps/chosen': -218.6819610595703, 'logps/rejected': -256.1518249511719, 'logits/chosen': -7.560451507568359, 'logits/rejected': -7.652837753295898, 'epoch': 0.48}
{'loss': 0.4848, 'grad_norm': 25.462480545043945, 'learning_rate': 5.576704880688112e-06, 'rewards/chosen': 0.8179803490638733, 'rewards/rejected': 0.04194047302007675, 'rewards/accuracies': 0.75, 'rewards/margins': 0.7760399580001831, 'logps/chosen': -263.9923095703125, 'logps/rejected': -264.33746337890625, 'logits/chosen': -7.448705196380615, 'logits/rejected': -7.593080520629883, 'epoch': 0.5}
{'loss': 0.6103, 'grad_norm': 37.313636779785156, 'learning_rate': 5.532239122507679e-06, 'rewards/chosen': 0.9430526494979858, 'rewards/rejected': 0.3001154959201813, 'rewards/accuracies': 0.75, 'rewards/margins': 0.642937183380127, 'logps/chosen': -278.89788818359375, 'logps/rejected': -282.3558654785156, 'logits/chosen': -7.568642616271973, 'logits/rejected': -7.6453938484191895, 'epoch': 0.51}
{'loss': 0.5021, 'grad_norm': 42.924617767333984, 'learning_rate': 5.486862202216077e-06, 'rewards/chosen': 0.8252760171890259, 'rewards/rejected': -0.08393658697605133, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9092127084732056, 'logps/chosen': -239.6762237548828, 'logps/rejected': -240.7167510986328, 'logits/chosen': -7.45667839050293, 'logits/rejected': -7.5321478843688965, 'epoch': 0.52}
{'loss': 0.5129, 'grad_norm': 49.28479766845703, 'learning_rate': 5.440592059145842e-06, 'rewards/chosen': 1.058632493019104, 'rewards/rejected': 0.014449326321482658, 'rewards/accuracies': 0.875, 'rewards/margins': 1.0441832542419434, 'logps/chosen': -291.23309326171875, 'logps/rejected': -280.26416015625, 'logits/chosen': -7.460499286651611, 'logits/rejected': -7.681154727935791, 'epoch': 0.53}
{'loss': 0.6212, 'grad_norm': 62.34272766113281, 'learning_rate': 5.393446985756615e-06, 'rewards/chosen': 0.5463834404945374, 'rewards/rejected': -0.1393555849790573, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.6857389807701111, 'logps/chosen': -270.4435729980469, 'logps/rejected': -260.37115478515625, 'logits/chosen': -7.458815574645996, 'logits/rejected': -7.493139266967773, 'epoch': 0.55}
{'loss': 0.5294, 'grad_norm': 35.077518463134766, 'learning_rate': 5.345445620403388e-06, 'rewards/chosen': 0.936320960521698, 'rewards/rejected': 0.21942679584026337, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.7168940901756287, 'logps/chosen': -293.7499694824219, 'logps/rejected': -296.92633056640625, 'logits/chosen': -7.521524906158447, 'logits/rejected': -7.526466369628906, 'epoch': 0.56}
{'loss': 0.3917, 'grad_norm': 42.41804504394531, 'learning_rate': 5.296606939968016e-06, 'rewards/chosen': 0.895653486251831, 'rewards/rejected': -0.27439722418785095, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.1700507402420044, 'logps/chosen': -241.7133026123047, 'logps/rejected': -281.5983581542969, 'logits/chosen': -7.682297706604004, 'logits/rejected': -7.720830917358398, 'epoch': 0.57}
{'loss': 0.5758, 'grad_norm': 128.08990478515625, 'learning_rate': 5.246950252356881e-06, 'rewards/chosen': 1.2728629112243652, 'rewards/rejected': -0.07885433733463287, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.351717233657837, 'logps/chosen': -273.0501403808594, 'logps/rejected': -291.2595520019531, 'logits/chosen': -7.536908149719238, 'logits/rejected': -7.50294303894043, 'epoch': 0.58}
{'loss': 0.7553, 'grad_norm': 237.99990844726562, 'learning_rate': 5.196495188867696e-06, 'rewards/chosen': 0.6219570636749268, 'rewards/rejected': -0.24678626656532288, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8687432408332825, 'logps/chosen': -256.02606201171875, 'logps/rejected': -258.2016296386719, 'logits/chosen': -7.464720726013184, 'logits/rejected': -7.6786298751831055, 'epoch': 0.6}
{'loss': 0.5227, 'grad_norm': 90.37583923339844, 'learning_rate': 5.1452616964284696e-06, 'rewards/chosen': 0.7992659211158752, 'rewards/rejected': 0.009446226060390472, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.7898196578025818, 'logps/chosen': -327.7389221191406, 'logps/rejected': -273.8352355957031, 'logits/chosen': -7.415750026702881, 'logits/rejected': -7.6675519943237305, 'epoch': 0.61}
{'loss': 0.6318, 'grad_norm': 140.2630615234375, 'learning_rate': 5.093270029711658e-06, 'rewards/chosen': 0.8152226209640503, 'rewards/rejected': -0.17730185389518738, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.9925244450569153, 'logps/chosen': -251.5641632080078, 'logps/rejected': -258.49700927734375, 'logits/chosen': -7.615207672119141, 'logits/rejected': -7.580990791320801, 'epoch': 0.62}
{'loss': 0.4401, 'grad_norm': 52.805240631103516, 'learning_rate': 5.040540743126693e-06, 'rewards/chosen': 0.5653230547904968, 'rewards/rejected': -0.24525824189186096, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8105813264846802, 'logps/chosen': -304.1380615234375, 'logps/rejected': -295.76995849609375, 'logits/chosen': -7.5441203117370605, 'logits/rejected': -7.555251121520996, 'epoch': 0.63}
{'loss': 0.6674, 'grad_norm': 153.45840454101562, 'learning_rate': 4.987094682693979e-06, 'rewards/chosen': 0.5940983891487122, 'rewards/rejected': -0.2041453868150711, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.7982438206672668, 'logps/chosen': -259.9825134277344, 'logps/rejected': -262.8434753417969, 'logits/chosen': -7.589338302612305, 'logits/rejected': -7.473694801330566, 'epoch': 0.65}
{'loss': 0.44, 'grad_norm': 52.10540008544922, 'learning_rate': 4.93295297780363e-06, 'rewards/chosen': 0.5160821676254272, 'rewards/rejected': -0.3702853322029114, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8863674998283386, 'logps/chosen': -287.7427673339844, 'logps/rejected': -287.5545959472656, 'logits/chosen': -7.50206184387207, 'logits/rejected': -7.614162445068359, 'epoch': 0.66}
{'loss': 1.2699, 'grad_norm': 796.0538330078125, 'learning_rate': 4.878137032862153e-06, 'rewards/chosen': 0.7171857357025146, 'rewards/rejected': -0.4929572641849518, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.210142970085144, 'logps/chosen': -282.07623291015625, 'logps/rejected': -270.1670227050781, 'logits/chosen': -7.455870628356934, 'logits/rejected': -7.684222221374512, 'epoch': 0.67}
{'loss': 0.6414, 'grad_norm': 93.15240478515625, 'learning_rate': 4.822668518830428e-06, 'rewards/chosen': 0.3975141644477844, 'rewards/rejected': -0.1607438623905182, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.5582579970359802, 'logps/chosen': -256.814208984375, 'logps/rejected': -279.36273193359375, 'logits/chosen': -7.580198764801025, 'logits/rejected': -7.573331832885742, 'epoch': 0.69}
{'loss': 0.4263, 'grad_norm': 26.50814437866211, 'learning_rate': 4.766569364656303e-06, 'rewards/chosen': 0.8185319900512695, 'rewards/rejected': -0.15934859216213226, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9778805375099182, 'logps/chosen': -232.02767944335938, 'logps/rejected': -261.2748107910156, 'logits/chosen': -7.360869407653809, 'logits/rejected': -7.492918491363525, 'epoch': 0.7}
{'loss': 0.4625, 'grad_norm': 34.141746520996094, 'learning_rate': 4.709861748605185e-06, 'rewards/chosen': 0.8117865324020386, 'rewards/rejected': -0.21074312925338745, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.0225296020507812, 'logps/chosen': -306.30169677734375, 'logps/rejected': -282.9903869628906, 'logits/chosen': -7.469466209411621, 'logits/rejected': -7.571994304656982, 'epoch': 0.71}
{'loss': 0.4439, 'grad_norm': 26.86014747619629, 'learning_rate': 4.652568089492084e-06, 'rewards/chosen': 0.9559856057167053, 'rewards/rejected': -0.13655343651771545, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.0925390720367432, 'logps/chosen': -285.1907653808594, 'logps/rejected': -293.65496826171875, 'logits/chosen': -7.542799949645996, 'logits/rejected': -7.508232116699219, 'epoch': 0.72}
{'loss': 0.4493, 'grad_norm': 55.121421813964844, 'learning_rate': 4.594711037818541e-06, 'rewards/chosen': 0.7737313508987427, 'rewards/rejected': -0.20167452096939087, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9754059314727783, 'logps/chosen': -255.79110717773438, 'logps/rejected': -280.5732727050781, 'logits/chosen': -7.68839693069458, 'logits/rejected': -7.461431503295898, 'epoch': 0.74}
{'loss': 0.3795, 'grad_norm': 38.06719207763672, 'learning_rate': 4.536313466817968e-06, 'rewards/chosen': 1.0301499366760254, 'rewards/rejected': -0.30861836671829224, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.3387681245803833, 'logps/chosen': -272.87359619140625, 'logps/rejected': -253.59786987304688, 'logits/chosen': -7.469394207000732, 'logits/rejected': -7.3737874031066895, 'epoch': 0.75}
{'loss': 1.0604, 'grad_norm': 510.7859802246094, 'learning_rate': 4.477398463412945e-06, 'rewards/chosen': 0.40154382586479187, 'rewards/rejected': -0.3846815526485443, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.786225438117981, 'logps/chosen': -260.7781066894531, 'logps/rejected': -277.5555114746094, 'logits/chosen': -7.566056251525879, 'logits/rejected': -7.748035430908203, 'epoch': 0.76}
{'loss': 0.5573, 'grad_norm': 170.0247802734375, 'learning_rate': 4.417989319088007e-06, 'rewards/chosen': 0.3162819445133209, 'rewards/rejected': -0.4183402955532074, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.7346222400665283, 'logps/chosen': -267.82684326171875, 'logps/rejected': -310.0683288574219, 'logits/chosen': -7.4355549812316895, 'logits/rejected': -7.470805644989014, 'epoch': 0.77}
{'loss': 0.5308, 'grad_norm': 219.03599548339844, 'learning_rate': 4.358109520681595e-06, 'rewards/chosen': 0.33173903822898865, 'rewards/rejected': -0.5123648643493652, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.8441039323806763, 'logps/chosen': -256.4984436035156, 'logps/rejected': -285.702392578125, 'logits/chosen': -7.532630443572998, 'logits/rejected': -7.625669002532959, 'epoch': 0.79}
{'loss': 0.3729, 'grad_norm': 49.77901077270508, 'learning_rate': 4.297782741100746e-06, 'rewards/chosen': 0.8007937669754028, 'rewards/rejected': -0.5574137568473816, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.3582077026367188, 'logps/chosen': -272.79638671875, 'logps/rejected': -264.6783752441406, 'logits/chosen': -7.334904670715332, 'logits/rejected': -7.507774353027344, 'epoch': 0.8}
