Finetuning score threshold: -120.55861000000002
Learning rate before schedule: 1e-05
Learning rate after schedule: 7.071067811865476e-06
Finetuning with 4444 chats
Extracting prompt in train dataset: 100%|██████████| 4444/4444 [00:00<00:00, 5353.80 examples/s]
Applying chat template to train dataset: 100%|██████████| 4444/4444 [00:01<00:00, 3276.45 examples/s]
Tokenizing train dataset: 100%|██████████| 4444/4444 [00:17<00:00, 254.18 examples/s]
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'eos_token_id': 128009, 'pad_token_id': 128009}.
                                                  
{'loss': 0.6931, 'grad_norm': 10.390817642211914, 'learning_rate': 7.071067811865476e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -186.13809204101562, 'logps/rejected': -203.62066650390625, 'logits/chosen': 2.261909008026123, 'logits/rejected': 2.3283088207244873, 'epoch': 0.01}
{'loss': 0.6588, 'grad_norm': 9.03304386138916, 'learning_rate': 7.0269122749904075e-06, 'rewards/chosen': 0.1509477198123932, 'rewards/rejected': 0.08554220199584961, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.06540551781654358, 'logps/chosen': -158.29295349121094, 'logps/rejected': -181.72750854492188, 'logits/chosen': 2.283524513244629, 'logits/rejected': 2.3706676959991455, 'epoch': 0.11}
{'loss': 0.6707, 'grad_norm': 9.021685600280762, 'learning_rate': 7.0203947060627175e-06, 'rewards/chosen': 0.15386633574962616, 'rewards/rejected': 0.08381959050893784, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.07004675269126892, 'logps/chosen': -180.22752380371094, 'logps/rejected': -186.19638061523438, 'logits/chosen': 2.3366119861602783, 'logits/rejected': 2.351649284362793, 'epoch': 0.12}
{'loss': 0.6993, 'grad_norm': 9.531888008117676, 'learning_rate': 7.013432105414827e-06, 'rewards/chosen': 0.14881554245948792, 'rewards/rejected': 0.14648734033107758, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.002328207716345787, 'logps/chosen': -168.20626831054688, 'logps/rejected': -194.03421020507812, 'logits/chosen': 2.2660458087921143, 'logits/rejected': 2.3424172401428223, 'epoch': 0.12}
{'loss': 0.6843, 'grad_norm': 11.705493927001953, 'learning_rate': 7.006025362200803e-06, 'rewards/chosen': 0.15907955169677734, 'rewards/rejected': 0.0894966572523117, 'rewards/accuracies': 0.53125, 'rewards/margins': 0.06958288699388504, 'logps/chosen': -168.55833435058594, 'logps/rejected': -215.26507568359375, 'logits/chosen': 2.284944772720337, 'logits/rejected': 2.3216984272003174, 'epoch': 0.13}
{'loss': 0.6618, 'grad_norm': 7.589869976043701, 'learning_rate': 6.998175422293623e-06, 'rewards/chosen': 0.25369176268577576, 'rewards/rejected': 0.13754205405712128, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.11614970862865448, 'logps/chosen': -178.86663818359375, 'logps/rejected': -184.771240234375, 'logits/chosen': 2.2884163856506348, 'logits/rejected': 2.3441035747528076, 'epoch': 0.14}
{'loss': 0.683, 'grad_norm': 7.6123785972595215, 'learning_rate': 6.989883288164396e-06, 'rewards/chosen': 0.25642508268356323, 'rewards/rejected': 0.18617220222949982, 'rewards/accuracies': 0.625, 'rewards/margins': 0.07025289535522461, 'logps/chosen': -164.46084594726562, 'logps/rejected': -183.940673828125, 'logits/chosen': 2.2353789806365967, 'logits/rejected': 2.2861759662628174, 'epoch': 0.14}
{'loss': 0.7113, 'grad_norm': 11.6974515914917, 'learning_rate': 6.98115001875433e-06, 'rewards/chosen': 0.26048001646995544, 'rewards/rejected': 0.2089988738298416, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.051481153815984726, 'logps/chosen': -180.71896362304688, 'logps/rejected': -203.61334228515625, 'logits/chosen': 2.267239809036255, 'logits/rejected': 2.3195512294769287, 'epoch': 0.15}
{'loss': 0.64, 'grad_norm': 10.271466255187988, 'learning_rate': 6.971976729339513e-06, 'rewards/chosen': 0.2425297349691391, 'rewards/rejected': 0.12481989711523056, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.11770982295274734, 'logps/chosen': -160.3840789794922, 'logps/rejected': -203.47348022460938, 'logits/chosen': 2.2913310527801514, 'logits/rejected': 2.381035804748535, 'epoch': 0.16}
{'loss': 0.6616, 'grad_norm': 11.354191780090332, 'learning_rate': 6.962364591388475e-06, 'rewards/chosen': 0.23044700920581818, 'rewards/rejected': 0.09723597019910812, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.13321104645729065, 'logps/chosen': -169.12692260742188, 'logps/rejected': -195.25338745117188, 'logits/chosen': 2.2855608463287354, 'logits/rejected': 2.313108444213867, 'epoch': 0.17}
{'loss': 0.6492, 'grad_norm': 8.249568939208984, 'learning_rate': 6.952314832412597e-06, 'rewards/chosen': 0.29505154490470886, 'rewards/rejected': 0.11093226075172424, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.1841193437576294, 'logps/chosen': -168.1287384033203, 'logps/rejected': -170.0484161376953, 'logits/chosen': 2.3049063682556152, 'logits/rejected': 2.352598190307617, 'epoch': 0.17}
{'loss': 0.6477, 'grad_norm': 9.7364501953125, 'learning_rate': 6.941828735809345e-06, 'rewards/chosen': 0.3185746371746063, 'rewards/rejected': 0.14049874246120453, 'rewards/accuracies': 0.625, 'rewards/margins': 0.1780758798122406, 'logps/chosen': -161.3921356201172, 'logps/rejected': -206.20968627929688, 'logits/chosen': 2.268303155899048, 'logits/rejected': 2.3021485805511475, 'epoch': 0.18}
{'loss': 0.7065, 'grad_norm': 10.131937980651855, 'learning_rate': 6.93090764069838e-06, 'rewards/chosen': 0.2060723900794983, 'rewards/rejected': 0.20115794241428375, 'rewards/accuracies': 0.4375, 'rewards/margins': 0.004914428107440472, 'logps/chosen': -159.20309448242188, 'logps/rejected': -166.0107421875, 'logits/chosen': 2.3208744525909424, 'logits/rejected': 2.3514482975006104, 'epoch': 0.19}
{'loss': 0.6767, 'grad_norm': 12.14605712890625, 'learning_rate': 6.9195529417505416e-06, 'rewards/chosen': 0.2567920684814453, 'rewards/rejected': 0.10656500607728958, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.15022706985473633, 'logps/chosen': -168.07073974609375, 'logps/rejected': -188.80325317382812, 'logits/chosen': 2.2428855895996094, 'logits/rejected': 2.3308210372924805, 'epoch': 0.19}
{'loss': 0.6378, 'grad_norm': 8.941427230834961, 'learning_rate': 6.907766089009748e-06, 'rewards/chosen': 0.3448868989944458, 'rewards/rejected': 0.15097437798976898, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.19391250610351562, 'logps/chosen': -169.4949951171875, 'logps/rejected': -177.11741638183594, 'logits/chosen': 2.314831018447876, 'logits/rejected': 2.380718231201172, 'epoch': 0.2}
{'loss': 0.6614, 'grad_norm': 8.344839096069336, 'learning_rate': 6.895548587707816e-06, 'rewards/chosen': 0.24926158785820007, 'rewards/rejected': 0.1435636579990387, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.10569791495800018, 'logps/chosen': -168.7328338623047, 'logps/rejected': -183.85362243652344, 'logits/chosen': 2.3592047691345215, 'logits/rejected': 2.380277633666992, 'epoch': 0.21}
{'loss': 0.6419, 'grad_norm': 10.40125846862793, 'learning_rate': 6.882901998072235e-06, 'rewards/chosen': 0.29157763719558716, 'rewards/rejected': 0.08028201758861542, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.21129560470581055, 'logps/chosen': -169.23013305664062, 'logps/rejected': -190.11618041992188, 'logits/chosen': 2.343785285949707, 'logits/rejected': 2.3898797035217285, 'epoch': 0.22}
{'loss': 0.6919, 'grad_norm': 13.603582382202148, 'learning_rate': 6.869827935126921e-06, 'rewards/chosen': 0.24898461997509003, 'rewards/rejected': 0.18434356153011322, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.06464109569787979, 'logps/chosen': -168.6490020751953, 'logps/rejected': -191.19879150390625, 'logits/chosen': 2.327721118927002, 'logits/rejected': 2.349142074584961, 'epoch': 0.22}
{'loss': 0.6257, 'grad_norm': 9.861125946044922, 'learning_rate': 6.856328068485975e-06, 'rewards/chosen': 0.33899280428886414, 'rewards/rejected': 0.08988246321678162, 'rewards/accuracies': 0.625, 'rewards/margins': 0.24911034107208252, 'logps/chosen': -163.8057861328125, 'logps/rejected': -211.68099975585938, 'logits/chosen': 2.3222453594207764, 'logits/rejected': 2.2860286235809326, 'epoch': 0.23}
{'loss': 0.5904, 'grad_norm': 9.737922668457031, 'learning_rate': 6.842404122140459e-06, 'rewards/chosen': 0.4115540683269501, 'rewards/rejected': 0.11010885238647461, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3014451861381531, 'logps/chosen': -166.50856018066406, 'logps/rejected': -189.61581420898438, 'logits/chosen': 2.2890658378601074, 'logits/rejected': 2.3854875564575195, 'epoch': 0.24}
{'loss': 0.5879, 'grad_norm': 10.451203346252441, 'learning_rate': 6.828057874238236e-06, 'rewards/chosen': 0.1861155480146408, 'rewards/rejected': -0.01725292205810547, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.20336848497390747, 'logps/chosen': -167.6336669921875, 'logps/rejected': -161.25833129882812, 'logits/chosen': 2.3660621643066406, 'logits/rejected': 2.3903164863586426, 'epoch': 0.24}
{'loss': 0.7804, 'grad_norm': 38.90471267700195, 'learning_rate': 6.8132911568569e-06, 'rewards/chosen': 0.2740746736526489, 'rewards/rejected': 0.11543941497802734, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.1586352437734604, 'logps/chosen': -157.64202880859375, 'logps/rejected': -194.56103515625, 'logits/chosen': 2.3299105167388916, 'logits/rejected': 2.412482261657715, 'epoch': 0.25}
{'loss': 0.582, 'grad_norm': 9.24670124053955, 'learning_rate': 6.7981058557698055e-06, 'rewards/chosen': 0.3807964026927948, 'rewards/rejected': 0.09761916100978851, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.2831772267818451, 'logps/chosen': -160.77651977539062, 'logps/rejected': -182.5068359375, 'logits/chosen': 2.3443775177001953, 'logits/rejected': 2.353445291519165, 'epoch': 0.26}
{'loss': 0.5668, 'grad_norm': 11.350089073181152, 'learning_rate': 6.782503910205245e-06, 'rewards/chosen': 0.3266368508338928, 'rewards/rejected': -0.040026187896728516, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.36666303873062134, 'logps/chosen': -154.246826171875, 'logps/rejected': -181.3941650390625, 'logits/chosen': 2.2975828647613525, 'logits/rejected': 2.3818016052246094, 'epoch': 0.27}
{'loss': 0.6615, 'grad_norm': 15.712424278259277, 'learning_rate': 6.766487312598807e-06, 'rewards/chosen': 0.3376140594482422, 'rewards/rejected': 0.06533671170473099, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.2722773551940918, 'logps/chosen': -201.27122497558594, 'logps/rejected': -184.49502563476562, 'logits/chosen': 2.2871925830841064, 'logits/rejected': 2.383251428604126, 'epoch': 0.27}
{'loss': 0.7785, 'grad_norm': 37.51065444946289, 'learning_rate': 6.750058108338926e-06, 'rewards/chosen': 0.20771998167037964, 'rewards/rejected': 0.07847338169813156, 'rewards/accuracies': 0.625, 'rewards/margins': 0.12924662232398987, 'logps/chosen': -158.05569458007812, 'logps/rejected': -182.6442108154297, 'logits/chosen': 2.2942304611206055, 'logits/rejected': 2.3308608531951904, 'epoch': 0.28}
{'loss': 0.6218, 'grad_norm': 18.337339401245117, 'learning_rate': 6.733218395505684e-06, 'rewards/chosen': 0.16827146708965302, 'rewards/rejected': -0.09000730514526367, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.2582787573337555, 'logps/chosen': -173.2515411376953, 'logps/rejected': -202.50535583496094, 'logits/chosen': 2.2880306243896484, 'logits/rejected': 2.3309926986694336, 'epoch': 0.29}
{'loss': 0.695, 'grad_norm': 14.16226577758789, 'learning_rate': 6.715970324602877e-06, 'rewards/chosen': 0.19126245379447937, 'rewards/rejected': 0.06621569395065308, 'rewards/accuracies': 0.53125, 'rewards/margins': 0.1250467300415039, 'logps/chosen': -161.62994384765625, 'logps/rejected': -166.66580200195312, 'logits/chosen': 2.3253579139709473, 'logits/rejected': 2.3747031688690186, 'epoch': 0.3}
{'loss': 0.6041, 'grad_norm': 16.47360610961914, 'learning_rate': 6.698316098283378e-06, 'rewards/chosen': 0.33075636625289917, 'rewards/rejected': -0.029835134744644165, 'rewards/accuracies': 0.75, 'rewards/margins': 0.36059150099754333, 'logps/chosen': -179.93023681640625, 'logps/rejected': -196.87733459472656, 'logits/chosen': 2.324329376220703, 'logits/rejected': 2.3104946613311768, 'epoch': 0.3}
{'loss': 0.5798, 'grad_norm': 12.552877426147461, 'learning_rate': 6.6802579710678595e-06, 'rewards/chosen': 0.25908470153808594, 'rewards/rejected': -0.01680898480117321, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.2758937180042267, 'logps/chosen': -165.90838623046875, 'logps/rejected': -178.85211181640625, 'logits/chosen': 2.3510079383850098, 'logits/rejected': 2.3886990547180176, 'epoch': 0.31}
{'loss': 0.5542, 'grad_norm': 14.02895450592041, 'learning_rate': 6.661798249056874e-06, 'rewards/chosen': 0.22269146144390106, 'rewards/rejected': -0.14009970426559448, 'rewards/accuracies': 0.75, 'rewards/margins': 0.36279115080833435, 'logps/chosen': -173.1351776123047, 'logps/rejected': -190.1730499267578, 'logits/chosen': 2.2808024883270264, 'logits/rejected': 2.3437023162841797, 'epoch': 0.32}
{'loss': 0.6452, 'grad_norm': 32.67096710205078, 'learning_rate': 6.642939289636358e-06, 'rewards/chosen': 0.18697689473628998, 'rewards/rejected': -0.1356174349784851, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.32259437441825867, 'logps/chosen': -158.06072998046875, 'logps/rejected': -171.01287841796875, 'logits/chosen': 2.2956759929656982, 'logits/rejected': 2.298733949661255, 'epoch': 0.32}
{'loss': 0.5812, 'grad_norm': 14.710857391357422, 'learning_rate': 6.623683501176583e-06, 'rewards/chosen': 0.27215510606765747, 'rewards/rejected': -0.07566948235034943, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3478245437145233, 'logps/chosen': -159.8213653564453, 'logps/rejected': -177.26007080078125, 'logits/chosen': 2.287965774536133, 'logits/rejected': 2.321432113647461, 'epoch': 0.33}
{'loss': 0.4965, 'grad_norm': 13.045026779174805, 'learning_rate': 6.604033342724596e-06, 'rewards/chosen': 0.3032290041446686, 'rewards/rejected': -0.1639080047607422, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.467136949300766, 'logps/chosen': -181.92752075195312, 'logps/rejected': -207.3731689453125, 'logits/chosen': 2.312934160232544, 'logits/rejected': 2.38645076751709, 'epoch': 0.34}
{'loss': 0.533, 'grad_norm': 16.441661834716797, 'learning_rate': 6.583991323690191e-06, 'rewards/chosen': 0.16667263209819794, 'rewards/rejected': -0.1908663809299469, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.35753896832466125, 'logps/chosen': -168.93112182617188, 'logps/rejected': -191.99513244628906, 'logits/chosen': 2.3004508018493652, 'logits/rejected': 2.324834108352661, 'epoch': 0.35}
{'loss': 0.7148, 'grad_norm': 31.444913864135742, 'learning_rate': 6.563560003525443e-06, 'rewards/chosen': 0.11575070768594742, 'rewards/rejected': -0.19030657410621643, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.30605727434158325, 'logps/chosen': -192.9967803955078, 'logps/rejected': -185.43728637695312, 'logits/chosen': 2.330577850341797, 'logits/rejected': 2.378403425216675, 'epoch': 0.35}
{'loss': 0.5843, 'grad_norm': 22.911733627319336, 'learning_rate': 6.542741991397857e-06, 'rewards/chosen': 0.0736914724111557, 'rewards/rejected': -0.24717816710472107, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.3208696246147156, 'logps/chosen': -176.14585876464844, 'logps/rejected': -189.53564453125, 'logits/chosen': 2.338822603225708, 'logits/rejected': 2.364746570587158, 'epoch': 0.36}
{'loss': 0.8749, 'grad_norm': 79.44877624511719, 'learning_rate': 6.521539945857166e-06, 'rewards/chosen': 0.05659456551074982, 'rewards/rejected': -0.3131561577320099, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.3697507679462433, 'logps/chosen': -171.36538696289062, 'logps/rejected': -188.7195587158203, 'logits/chosen': 2.307825803756714, 'logits/rejected': 2.4161319732666016, 'epoch': 0.37}
{'loss': 0.6229, 'grad_norm': 26.227222442626953, 'learning_rate': 6.49995657449582e-06, 'rewards/chosen': 0.1003536731004715, 'rewards/rejected': -0.2442009150981903, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.3445545732975006, 'logps/chosen': -163.72650146484375, 'logps/rejected': -179.4202423095703, 'logits/chosen': 2.321005344390869, 'logits/rejected': 2.4202182292938232, 'epoch': 0.37}
{'loss': 0.4066, 'grad_norm': 15.22105884552002, 'learning_rate': 6.47799463360322e-06, 'rewards/chosen': 0.25830668210983276, 'rewards/rejected': -0.3295847773551941, 'rewards/accuracies': 0.90625, 'rewards/margins': 0.5878914594650269, 'logps/chosen': -177.88723754882812, 'logps/rejected': -180.79026794433594, 'logits/chosen': 2.262138605117798, 'logits/rejected': 2.397040367126465, 'epoch': 0.38}
{'loss': 0.8364, 'grad_norm': 63.83740997314453, 'learning_rate': 6.455656927813727e-06, 'rewards/chosen': 0.13185986876487732, 'rewards/rejected': -0.07725010067224503, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.20910996198654175, 'logps/chosen': -169.5665283203125, 'logps/rejected': -176.47442626953125, 'logits/chosen': 2.332709789276123, 'logits/rejected': 2.3645193576812744, 'epoch': 0.39}
{'loss': 0.5517, 'grad_norm': 15.831382751464844, 'learning_rate': 6.43294630974849e-06, 'rewards/chosen': 0.15983054041862488, 'rewards/rejected': -0.2223663479089737, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.3821968734264374, 'logps/chosen': -181.36801147460938, 'logps/rejected': -178.2589874267578, 'logits/chosen': 2.3424525260925293, 'logits/rejected': 2.438591480255127, 'epoch': 0.4}
{'loss': 0.6829, 'grad_norm': 32.77064895629883, 'learning_rate': 6.409865679651167e-06, 'rewards/chosen': 0.033107563853263855, 'rewards/rejected': -0.18705454468727112, 'rewards/accuracies': 0.625, 'rewards/margins': 0.2201620638370514, 'logps/chosen': -175.43746948242188, 'logps/rejected': -186.04388427734375, 'logits/chosen': 2.327531576156616, 'logits/rejected': 2.329956531524658, 'epoch': 0.4}
{'loss': 0.5912, 'grad_norm': 13.843059539794922, 'learning_rate': 6.38641798501754e-06, 'rewards/chosen': 0.13684578239917755, 'rewards/rejected': -0.09841594845056534, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.2352617233991623, 'logps/chosen': -163.07925415039062, 'logps/rejected': -198.61532592773438, 'logits/chosen': 2.3452372550964355, 'logits/rejected': 2.3503034114837646, 'epoch': 0.41}
{'loss': 0.5675, 'grad_norm': 22.793170928955078, 'learning_rate': 6.362606220219113e-06, 'rewards/chosen': 0.10730428993701935, 'rewards/rejected': -0.3073558807373047, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.41466015577316284, 'logps/chosen': -165.4849395751953, 'logps/rejected': -185.27676391601562, 'logits/chosen': 2.280726194381714, 'logits/rejected': 2.396880626678467, 'epoch': 0.42}
{'loss': 0.5233, 'grad_norm': 28.471847534179688, 'learning_rate': 6.33843342612072e-06, 'rewards/chosen': 0.16135387122631073, 'rewards/rejected': -0.31759366393089294, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.47894755005836487, 'logps/chosen': -165.7519073486328, 'logps/rejected': -209.79196166992188, 'logits/chosen': 2.2975077629089355, 'logits/rejected': 2.4310977458953857, 'epoch': 0.42}
{'loss': 0.7795, 'grad_norm': 63.80188751220703, 'learning_rate': 6.313902689692186e-06, 'rewards/chosen': 0.11257520318031311, 'rewards/rejected': -0.11888103932142258, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.2314562201499939, 'logps/chosen': -186.3416748046875, 'logps/rejected': -185.19488525390625, 'logits/chosen': 2.2886602878570557, 'logits/rejected': 2.3954508304595947, 'epoch': 0.43}
{'loss': 0.5613, 'grad_norm': 33.23036193847656, 'learning_rate': 6.289017143614114e-06, 'rewards/chosen': 0.1079249382019043, 'rewards/rejected': -0.32663804292678833, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.43456295132637024, 'logps/chosen': -169.5164794921875, 'logps/rejected': -185.28475952148438, 'logits/chosen': 2.359761953353882, 'logits/rejected': 2.375378131866455, 'epoch': 0.44}
{'loss': 0.6344, 'grad_norm': 19.352567672729492, 'learning_rate': 6.2637799658778236e-06, 'rewards/chosen': 0.12503376603126526, 'rewards/rejected': -0.10748209804296494, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.2325158566236496, 'logps/chosen': -164.2333984375, 'logps/rejected': -193.91378784179688, 'logits/chosen': 2.336409091949463, 'logits/rejected': 2.453279972076416, 'epoch': 0.45}
{'loss': 0.5495, 'grad_norm': 24.087589263916016, 'learning_rate': 6.238194379379514e-06, 'rewards/chosen': 0.11807484179735184, 'rewards/rejected': -0.16209307312965393, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.28016793727874756, 'logps/chosen': -206.64181518554688, 'logps/rejected': -170.02536010742188, 'logits/chosen': 2.3969545364379883, 'logits/rejected': 2.342369556427002, 'epoch': 0.45}
