Finetuning score threshold: -3301.3008
Learning rate before schedule: 1e-05
Learning rate after schedule: 1.5811388300841898e-05
Finetuning with 1692 chats
Extracting prompt in train dataset: 100%|██████████| 1692/1692 [00:00<00:00, 5102.09 examples/s]
Applying chat template to train dataset: 100%|██████████| 1692/1692 [00:00<00:00, 3295.42 examples/s]
Tokenizing train dataset: 100%|██████████| 1692/1692 [00:05<00:00, 318.93 examples/s]
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'eos_token_id': 128009, 'pad_token_id': 128009}.
                                                
{'loss': 0.6931, 'grad_norm': 9.494598388671875, 'learning_rate': 1.5811388300841898e-05, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -180.2779083251953, 'logps/rejected': -193.5476531982422, 'logits/chosen': 2.2177226543426514, 'logits/rejected': 2.2117180824279785, 'epoch': 0.02}
{'loss': 0.5431, 'grad_norm': 14.628418922424316, 'learning_rate': 1.5140555503442447e-05, 'rewards/chosen': 0.20628346502780914, 'rewards/rejected': -0.1661650836467743, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.37244853377342224, 'logps/chosen': -167.90843200683594, 'logps/rejected': -214.50286865234375, 'logits/chosen': 2.1745665073394775, 'logits/rejected': 2.1951992511749268, 'epoch': 0.28}
{'loss': 0.6212, 'grad_norm': 26.475078582763672, 'learning_rate': 1.5042937673793855e-05, 'rewards/chosen': -0.04068316891789436, 'rewards/rejected': -0.23274832963943481, 'rewards/accuracies': 0.53125, 'rewards/margins': 0.19206516444683075, 'logps/chosen': -191.4918212890625, 'logps/rejected': -212.69876098632812, 'logits/chosen': 2.164238691329956, 'logits/rejected': 2.263564348220825, 'epoch': 0.3}
{'loss': 0.5218, 'grad_norm': 34.251277923583984, 'learning_rate': 1.4939051010578642e-05, 'rewards/chosen': 0.11167468875646591, 'rewards/rejected': -0.33411988615989685, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.44579458236694336, 'logps/chosen': -187.33131408691406, 'logps/rejected': -192.25022888183594, 'logits/chosen': 2.187626600265503, 'logits/rejected': 2.2797043323516846, 'epoch': 0.32}
{'loss': 0.4958, 'grad_norm': 27.00710105895996, 'learning_rate': 1.4828986760256222e-05, 'rewards/chosen': 0.014965252950787544, 'rewards/rejected': -0.4283345639705658, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4432997703552246, 'logps/chosen': -185.0248565673828, 'logps/rejected': -197.2638702392578, 'logits/chosen': 2.255620002746582, 'logits/rejected': 2.2565107345581055, 'epoch': 0.34}
{'loss': 0.8627, 'grad_norm': 59.397552490234375, 'learning_rate': 1.4712841595227456e-05, 'rewards/chosen': -0.20600824058055878, 'rewards/rejected': -0.36547335982322693, 'rewards/accuracies': 0.59375, 'rewards/margins': 0.15946513414382935, 'logps/chosen': -187.393310546875, 'logps/rejected': -199.37391662597656, 'logits/chosen': 2.2341604232788086, 'logits/rejected': 2.1793320178985596, 'epoch': 0.36}
{'loss': 0.8643, 'grad_norm': 91.27508544921875, 'learning_rate': 1.4590717528924666e-05, 'rewards/chosen': -0.17946216464042664, 'rewards/rejected': -0.5494780540466309, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3700159192085266, 'logps/chosen': -182.14306640625, 'logps/rejected': -199.26348876953125, 'logits/chosen': 2.2550249099731445, 'logits/rejected': 2.2943756580352783, 'epoch': 0.38}
{'loss': 0.4369, 'grad_norm': 16.136436462402344, 'learning_rate': 1.4462721826210487e-05, 'rewards/chosen': -0.08085012435913086, 'rewards/rejected': -0.5250744819641113, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.44422435760498047, 'logps/chosen': -215.79286193847656, 'logps/rejected': -205.4765167236328, 'logits/chosen': 2.1747915744781494, 'logits/rejected': 2.232572317123413, 'epoch': 0.4}
{'loss': 0.6073, 'grad_norm': 55.195980072021484, 'learning_rate': 1.4328966909164242e-05, 'rewards/chosen': -0.10243996977806091, 'rewards/rejected': -0.41725704073905945, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.31481704115867615, 'logps/chosen': -201.3697967529297, 'logps/rejected': -206.851806640625, 'logits/chosen': 2.1580941677093506, 'logits/rejected': 2.209338426589966, 'epoch': 0.42}
{'loss': 0.8819, 'grad_norm': 70.33582305908203, 'learning_rate': 1.4189570258338608e-05, 'rewards/chosen': 0.028084853664040565, 'rewards/rejected': -0.343586266040802, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3716711699962616, 'logps/chosen': -179.37838745117188, 'logps/rejected': -212.0808563232422, 'logits/chosen': 2.1992218494415283, 'logits/rejected': 2.1996207237243652, 'epoch': 0.43}
{'loss': 0.8266, 'grad_norm': 164.18865966796875, 'learning_rate': 1.4044654309573256e-05, 'rewards/chosen': -0.00668057706207037, 'rewards/rejected': -0.5950444936752319, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.5883638858795166, 'logps/chosen': -184.76690673828125, 'logps/rejected': -198.44058227539062, 'logits/chosen': 2.24666166305542, 'logits/rejected': 2.2535459995269775, 'epoch': 0.45}
{'loss': 0.9231, 'grad_norm': 120.52116394042969, 'learning_rate': 1.3894346346456177e-05, 'rewards/chosen': -0.21136713027954102, 'rewards/rejected': -0.618678867816925, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.40731173753738403, 'logps/chosen': -189.36764526367188, 'logps/rejected': -202.3260040283203, 'logits/chosen': 2.170665740966797, 'logits/rejected': 2.1928789615631104, 'epoch': 0.47}
{'loss': 0.6522, 'grad_norm': 54.38606262207031, 'learning_rate': 1.373877838852704e-05, 'rewards/chosen': 0.09893844276666641, 'rewards/rejected': -0.4048888087272644, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5038272738456726, 'logps/chosen': -179.37088012695312, 'logps/rejected': -210.56829833984375, 'logits/chosen': 2.247648239135742, 'logits/rejected': 2.260676860809326, 'epoch': 0.49}
{'loss': 0.5248, 'grad_norm': 17.13451385498047, 'learning_rate': 1.3578087075320896e-05, 'rewards/chosen': 0.10399504005908966, 'rewards/rejected': -0.27213144302368164, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.3761264681816101, 'logps/chosen': -182.75962829589844, 'logps/rejected': -206.591552734375, 'logits/chosen': 2.232363700866699, 'logits/rejected': 2.349379539489746, 'epoch': 0.51}
{'loss': 0.5762, 'grad_norm': 45.18486785888672, 'learning_rate': 1.3412413546353977e-05, 'rewards/chosen': 0.03272667154669762, 'rewards/rejected': -0.442513108253479, 'rewards/accuracies': 0.75, 'rewards/margins': 0.47523975372314453, 'logps/chosen': -199.8945770263672, 'logps/rejected': -221.3159942626953, 'logits/chosen': 2.2209367752075195, 'logits/rejected': 2.230299234390259, 'epoch': 0.53}
{'loss': 0.6641, 'grad_norm': 31.143836975097656, 'learning_rate': 1.3241903317157041e-05, 'rewards/chosen': -0.04484863579273224, 'rewards/rejected': -0.27141258120536804, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.2265639305114746, 'logps/chosen': -176.32977294921875, 'logps/rejected': -199.3488006591797, 'logits/chosen': 2.2047553062438965, 'logits/rejected': 2.2952985763549805, 'epoch': 0.55}
{'loss': 0.449, 'grad_norm': 20.711164474487305, 'learning_rate': 1.3066706151465169e-05, 'rewards/chosen': 0.10556582361459732, 'rewards/rejected': -0.3932550549507141, 'rewards/accuracies': 0.75, 'rewards/margins': 0.49882087111473083, 'logps/chosen': -188.46261596679688, 'logps/rejected': -222.54489135742188, 'logits/chosen': 2.18359375, 'logits/rejected': 2.2197039127349854, 'epoch': 0.57}
{'loss': 0.3518, 'grad_norm': 15.076336860656738, 'learning_rate': 1.2886975929676233e-05, 'rewards/chosen': 0.3520413041114807, 'rewards/rejected': -0.3977879583835602, 'rewards/accuracies': 0.9375, 'rewards/margins': 0.7498291730880737, 'logps/chosen': -179.429443359375, 'logps/rejected': -208.16014099121094, 'logits/chosen': 2.2375454902648926, 'logits/rejected': 2.255065441131592, 'epoch': 0.59}
{'loss': 0.6186, 'grad_norm': 31.2105770111084, 'learning_rate': 1.2702870513693581e-05, 'rewards/chosen': 0.2374044507741928, 'rewards/rejected': -0.13877543807029724, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.37617987394332886, 'logps/chosen': -206.39276123046875, 'logps/rejected': -214.23049926757812, 'logits/chosen': 2.154407501220703, 'logits/rejected': 2.1687135696411133, 'epoch': 0.61}
{'loss': 1.0472, 'grad_norm': 146.3398895263672, 'learning_rate': 1.2514551608271683e-05, 'rewards/chosen': 0.04693954437971115, 'rewards/rejected': -0.350888729095459, 'rewards/accuracies': 0.625, 'rewards/margins': 0.3978283107280731, 'logps/chosen': -201.71502685546875, 'logps/rejected': -209.63558959960938, 'logits/chosen': 2.214372396469116, 'logits/rejected': 2.222262144088745, 'epoch': 0.62}
{'loss': 0.6232, 'grad_norm': 48.861228942871094, 'learning_rate': 1.2322184618986467e-05, 'rewards/chosen': 0.25085973739624023, 'rewards/rejected': -0.40174296498298645, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6526026725769043, 'logps/chosen': -199.7324676513672, 'logps/rejected': -195.07379150390625, 'logits/chosen': 2.2678983211517334, 'logits/rejected': 2.1948978900909424, 'epoch': 0.64}
{'loss': 0.7967, 'grad_norm': 68.3750991821289, 'learning_rate': 1.2125938506955147e-05, 'rewards/chosen': 0.18400299549102783, 'rewards/rejected': -0.12246380001306534, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.3064667880535126, 'logps/chosen': -176.5380096435547, 'logps/rejected': -199.62686157226562, 'logits/chosen': 2.2259128093719482, 'logits/rejected': 2.1774606704711914, 'epoch': 0.66}
{'loss': 0.4574, 'grad_norm': 13.766742706298828, 'learning_rate': 1.1925985640433114e-05, 'rewards/chosen': 0.30270281434059143, 'rewards/rejected': -0.26587429642677307, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.5685771107673645, 'logps/chosen': -172.18199157714844, 'logps/rejected': -184.1194610595703, 'logits/chosen': 2.1863460540771484, 'logits/rejected': 2.188842296600342, 'epoch': 0.68}
{'loss': 0.5316, 'grad_norm': 21.281450271606445, 'learning_rate': 1.1722501643418244e-05, 'rewards/chosen': 0.2979736030101776, 'rewards/rejected': -0.17407293617725372, 'rewards/accuracies': 0.75, 'rewards/margins': 0.47204655408859253, 'logps/chosen': -186.18499755859375, 'logps/rejected': -198.39590454101562, 'logits/chosen': 2.2779242992401123, 'logits/rejected': 2.185000419616699, 'epoch': 0.7}
{'loss': 0.5493, 'grad_norm': 11.119366645812988, 'learning_rate': 1.1515665241395604e-05, 'rewards/chosen': 0.32042473554611206, 'rewards/rejected': -0.08862493932247162, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.4090496897697449, 'logps/chosen': -175.52090454101562, 'logps/rejected': -176.8393096923828, 'logits/chosen': 2.184481382369995, 'logits/rejected': 2.284735918045044, 'epoch': 0.72}
{'loss': 0.5288, 'grad_norm': 10.207266807556152, 'learning_rate': 1.130565810435804e-05, 'rewards/chosen': 0.5729807615280151, 'rewards/rejected': -0.06558380275964737, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.6385645270347595, 'logps/chosen': -196.9061279296875, 'logps/rejected': -193.16098022460938, 'logits/chosen': 2.267805337905884, 'logits/rejected': 2.244344711303711, 'epoch': 0.74}
{'loss': 0.5432, 'grad_norm': 12.848182678222656, 'learning_rate': 1.1092664687240505e-05, 'rewards/chosen': 0.26145923137664795, 'rewards/rejected': -0.15563136339187622, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.4170905649662018, 'logps/chosen': -185.03146362304688, 'logps/rejected': -216.7562255859375, 'logits/chosen': 2.1442108154296875, 'logits/rejected': 2.1156821250915527, 'epoch': 0.76}
{'loss': 0.5453, 'grad_norm': 17.375879287719727, 'learning_rate': 1.087687206790833e-05, 'rewards/chosen': 0.14433553814888, 'rewards/rejected': -0.3027809262275696, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.4471164643764496, 'logps/chosen': -177.19277954101562, 'logps/rejected': -197.77890014648438, 'logits/chosen': 2.242084503173828, 'logits/rejected': 2.2525362968444824, 'epoch': 0.78}
{'loss': 0.4457, 'grad_norm': 12.865849494934082, 'learning_rate': 1.0658469782841683e-05, 'rewards/chosen': 0.2710706889629364, 'rewards/rejected': -0.28420495986938477, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5552756786346436, 'logps/chosen': -191.41647338867188, 'logps/rejected': -184.0642852783203, 'logits/chosen': 2.2581992149353027, 'logits/rejected': 2.288961172103882, 'epoch': 0.79}
{'loss': 0.3248, 'grad_norm': 10.130783081054688, 'learning_rate': 1.0437649660660554e-05, 'rewards/chosen': 0.37482979893684387, 'rewards/rejected': -0.4725044369697571, 'rewards/accuracies': 0.875, 'rewards/margins': 0.8473342657089233, 'logps/chosen': -187.92776489257812, 'logps/rejected': -202.00363159179688, 'logits/chosen': 2.3055803775787354, 'logits/rejected': 2.183755874633789, 'epoch': 0.81}
{'loss': 0.5647, 'grad_norm': 33.38901138305664, 'learning_rate': 1.0214605653636522e-05, 'rewards/chosen': 0.2251254916191101, 'rewards/rejected': -0.3432786166667938, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.5684040784835815, 'logps/chosen': -191.3763885498047, 'logps/rejected': -213.93701171875, 'logits/chosen': 2.22792649269104, 'logits/rejected': 2.2639400959014893, 'epoch': 0.83}
{'loss': 0.4822, 'grad_norm': 18.46898651123047, 'learning_rate': 9.989533667339212e-06, 'rewards/chosen': 0.03396749496459961, 'rewards/rejected': -0.3280441164970398, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3620116114616394, 'logps/chosen': -186.59214782714844, 'logps/rejected': -207.7777099609375, 'logits/chosen': 2.2382895946502686, 'logits/rejected': 2.2163422107696533, 'epoch': 0.85}
{'loss': 0.5742, 'grad_norm': 36.37943649291992, 'learning_rate': 9.76263138856718e-06, 'rewards/chosen': 0.209486186504364, 'rewards/rejected': -0.416109174489975, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.6255953907966614, 'logps/chosen': -201.43931579589844, 'logps/rejected': -200.083740234375, 'logits/chosen': 2.1217989921569824, 'logits/rejected': 2.1157665252685547, 'epoch': 0.87}
{'loss': 0.4462, 'grad_norm': 14.215897560119629, 'learning_rate': 9.534098111714237e-06, 'rewards/chosen': 0.18854400515556335, 'rewards/rejected': -0.3346121907234192, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.5231561660766602, 'logps/chosen': -173.98507690429688, 'logps/rejected': -183.64532470703125, 'logits/chosen': 2.1744728088378906, 'logits/rejected': 2.2289915084838867, 'epoch': 0.89}
{'loss': 0.3668, 'grad_norm': 14.481637001037598, 'learning_rate': 9.304134563723826e-06, 'rewards/chosen': 0.20201322436332703, 'rewards/rejected': -0.5116032361984253, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.7136163711547852, 'logps/chosen': -176.59326171875, 'logps/rejected': -193.76231384277344, 'logits/chosen': 2.2597360610961914, 'logits/rejected': 2.2956364154815674, 'epoch': 0.91}
{'loss': 0.4588, 'grad_norm': 19.056367874145508, 'learning_rate': 9.072942727785117e-06, 'rewards/chosen': 0.13765163719654083, 'rewards/rejected': -0.4359847903251648, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5736364126205444, 'logps/chosen': -182.93453979492188, 'logps/rejected': -210.73138427734375, 'logits/chosen': 2.2226614952087402, 'logits/rejected': 2.292757511138916, 'epoch': 0.93}
{'loss': 0.4727, 'grad_norm': 32.08417510986328, 'learning_rate': 8.840725665925728e-06, 'rewards/chosen': 0.17118510603904724, 'rewards/rejected': -0.5924336910247803, 'rewards/accuracies': 0.875, 'rewards/margins': 0.7636187672615051, 'logps/chosen': -193.1659393310547, 'logps/rejected': -226.3968048095703, 'logits/chosen': 2.291663646697998, 'logits/rejected': 2.249722480773926, 'epoch': 0.95}
{'loss': 1.6929, 'grad_norm': 425.29119873046875, 'learning_rate': 8.607687340656866e-06, 'rewards/chosen': 0.0617523267865181, 'rewards/rejected': -0.4652298092842102, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5269820690155029, 'logps/chosen': -199.03741455078125, 'logps/rejected': -196.9117431640625, 'logits/chosen': 2.2510926723480225, 'logits/rejected': 2.2978124618530273, 'epoch': 0.96}
{'loss': 0.5175, 'grad_norm': 39.8061637878418, 'learning_rate': 8.374032435827551e-06, 'rewards/chosen': 0.016353990882635117, 'rewards/rejected': -0.5874088406562805, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6037628054618835, 'logps/chosen': -191.14071655273438, 'logps/rejected': -211.1676483154297, 'logits/chosen': 2.195225238800049, 'logits/rejected': 2.250244140625, 'epoch': 0.98}
{'loss': 0.4404, 'grad_norm': 43.900630950927734, 'learning_rate': 8.139966176845265e-06, 'rewards/chosen': 0.02928292751312256, 'rewards/rejected': -0.533711314201355, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5629943013191223, 'logps/chosen': -199.96156311035156, 'logps/rejected': -215.51808166503906, 'logits/chosen': 2.2159502506256104, 'logits/rejected': 2.208343982696533, 'epoch': 1.0}
{'loss': 0.3339, 'grad_norm': 45.50108337402344, 'learning_rate': 7.905694150420949e-06, 'rewards/chosen': 0.033491428941488266, 'rewards/rejected': -0.9546898603439331, 'rewards/accuracies': 0.90625, 'rewards/margins': 0.9881813526153564, 'logps/chosen': -194.2494659423828, 'logps/rejected': -192.01039123535156, 'logits/chosen': 2.2658188343048096, 'logits/rejected': 2.2985610961914062, 'epoch': 1.02}
{'loss': 0.1298, 'grad_norm': 9.702776908874512, 'learning_rate': 7.671422123996632e-06, 'rewards/chosen': 0.07376059889793396, 'rewards/rejected': -0.9556747078895569, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.0294352769851685, 'logps/chosen': -184.87991333007812, 'logps/rejected': -217.59698486328125, 'logits/chosen': 2.224641799926758, 'logits/rejected': 2.225236415863037, 'epoch': 1.04}
{'loss': 0.3901, 'grad_norm': 62.085670471191406, 'learning_rate': 7.437355865014348e-06, 'rewards/chosen': 0.006510734558105469, 'rewards/rejected': -0.6478968858718872, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.6544076204299927, 'logps/chosen': -193.13339233398438, 'logps/rejected': -211.86151123046875, 'logits/chosen': 2.192944288253784, 'logits/rejected': 2.1750402450561523, 'epoch': 1.06}
{'loss': 0.2792, 'grad_norm': 10.101484298706055, 'learning_rate': 7.203700960185033e-06, 'rewards/chosen': 0.1943202167749405, 'rewards/rejected': -0.7050420641899109, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.8993622660636902, 'logps/chosen': -186.38531494140625, 'logps/rejected': -192.22450256347656, 'logits/chosen': 2.2717583179473877, 'logits/rejected': 2.303436279296875, 'epoch': 1.08}
{'loss': 0.395, 'grad_norm': 16.399154663085938, 'learning_rate': 6.970662634916171e-06, 'rewards/chosen': -0.07425536960363388, 'rewards/rejected': -0.6708816289901733, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5966261625289917, 'logps/chosen': -178.3784637451172, 'logps/rejected': -201.40167236328125, 'logits/chosen': 2.2203638553619385, 'logits/rejected': 2.2379567623138428, 'epoch': 1.09}
{'loss': 0.427, 'grad_norm': 30.321260452270508, 'learning_rate': 6.7384455730567815e-06, 'rewards/chosen': -0.04595566540956497, 'rewards/rejected': -0.723384439945221, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6774287223815918, 'logps/chosen': -178.51683044433594, 'logps/rejected': -205.40838623046875, 'logits/chosen': 2.2245278358459473, 'logits/rejected': 2.298769235610962, 'epoch': 1.11}
{'loss': 0.2712, 'grad_norm': 12.95279312133789, 'learning_rate': 6.5072537371180736e-06, 'rewards/chosen': 0.045844078063964844, 'rewards/rejected': -0.7546890377998352, 'rewards/accuracies': 0.90625, 'rewards/margins': 0.8005330562591553, 'logps/chosen': -195.16468811035156, 'logps/rejected': -193.56031799316406, 'logits/chosen': 2.2274439334869385, 'logits/rejected': 2.259359359741211, 'epoch': 1.13}
{'loss': 0.3899, 'grad_norm': 46.239383697509766, 'learning_rate': 6.277290189127661e-06, 'rewards/chosen': 0.09542760998010635, 'rewards/rejected': -0.7399781942367554, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.8354058265686035, 'logps/chosen': -195.08595275878906, 'logps/rejected': -199.14913940429688, 'logits/chosen': 2.1993231773376465, 'logits/rejected': 2.241452932357788, 'epoch': 1.15}
{'loss': 0.2056, 'grad_norm': 11.531830787658691, 'learning_rate': 6.04875691227472e-06, 'rewards/chosen': 0.014482595026493073, 'rewards/rejected': -0.8383365869522095, 'rewards/accuracies': 0.96875, 'rewards/margins': 0.8528191447257996, 'logps/chosen': -185.34278869628906, 'logps/rejected': -206.52479553222656, 'logits/chosen': 2.2616634368896484, 'logits/rejected': 2.2763895988464355, 'epoch': 1.17}
{'loss': 0.2326, 'grad_norm': 10.501224517822266, 'learning_rate': 5.821854633502687e-06, 'rewards/chosen': 0.05748296156525612, 'rewards/rejected': -0.9341281652450562, 'rewards/accuracies': 0.875, 'rewards/margins': 0.991611123085022, 'logps/chosen': -180.05862426757812, 'logps/rejected': -224.9694061279297, 'logits/chosen': 2.2554919719696045, 'logits/rejected': 2.2578868865966797, 'epoch': 1.19}
