Finetuning score threshold: -541.75
Learning rate before schedule: 1e-05
Learning rate after schedule: 7.071067811865476e-06
Finetuning with 2150 chats
Extracting prompt in train dataset: 100%|██████████| 2150/2150 [00:00<00:00, 5151.68 examples/s]
Applying chat template to train dataset: 100%|██████████| 2150/2150 [00:00<00:00, 3018.34 examples/s]
Tokenizing train dataset: 100%|██████████| 2150/2150 [00:07<00:00, 303.33 examples/s]
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'eos_token_id': 1}.
                                                
{'loss': 0.6931, 'grad_norm': 29.618337631225586, 'learning_rate': 7.071067811865476e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -285.89923095703125, 'logps/rejected': -273.84405517578125, 'logits/chosen': -7.4353532791137695, 'logits/rejected': -7.697968482971191, 'epoch': 0.01}
{'loss': 0.6529, 'grad_norm': 15.733404159545898, 'learning_rate': 6.957542079730664e-06, 'rewards/chosen': 0.9230697751045227, 'rewards/rejected': 0.6697801947593689, 'rewards/accuracies': 0.625, 'rewards/margins': 0.2532896101474762, 'logps/chosen': -230.11700439453125, 'logps/rejected': -208.36753845214844, 'logits/chosen': -7.512806415557861, 'logits/rejected': -7.689489364624023, 'epoch': 0.18}
{'loss': 0.7171, 'grad_norm': 164.07977294921875, 'learning_rate': 6.936101078965803e-06, 'rewards/chosen': 1.1604316234588623, 'rewards/rejected': 0.7139723300933838, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.44645923376083374, 'logps/chosen': -285.1684875488281, 'logps/rejected': -260.22174072265625, 'logits/chosen': -7.510164737701416, 'logits/rejected': -7.582352638244629, 'epoch': 0.19}
{'loss': 0.6704, 'grad_norm': 7.411367893218994, 'learning_rate': 6.912845590725747e-06, 'rewards/chosen': 1.2570617198944092, 'rewards/rejected': 0.9229180812835693, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.33414363861083984, 'logps/chosen': -262.5940246582031, 'logps/rejected': -268.5856018066406, 'logits/chosen': -7.6309943199157715, 'logits/rejected': -7.642690658569336, 'epoch': 0.21}
{'loss': 0.6693, 'grad_norm': 9.078362464904785, 'learning_rate': 6.88778802376174e-06, 'rewards/chosen': 1.3513745069503784, 'rewards/rejected': 0.8301891088485718, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5211853981018066, 'logps/chosen': -275.1396484375, 'logps/rejected': -291.6032409667969, 'logits/chosen': -7.514523506164551, 'logits/rejected': -7.544756889343262, 'epoch': 0.22}
{'loss': 0.6747, 'grad_norm': 16.919477462768555, 'learning_rate': 6.8609417483849986e-06, 'rewards/chosen': 1.064989447593689, 'rewards/rejected': 0.8068841695785522, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.2581052780151367, 'logps/chosen': -282.7778625488281, 'logps/rejected': -289.4683532714844, 'logits/chosen': -7.536923408508301, 'logits/rejected': -7.503536701202393, 'epoch': 0.24}
{'loss': 0.6355, 'grad_norm': 17.39806365966797, 'learning_rate': 6.8323210893325286e-06, 'rewards/chosen': 1.1924978494644165, 'rewards/rejected': 0.7269878387451172, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.4655100405216217, 'logps/chosen': -265.0917053222656, 'logps/rejected': -280.7309875488281, 'logits/chosen': -7.48273229598999, 'logits/rejected': -7.689879894256592, 'epoch': 0.25}
{'loss': 0.6633, 'grad_norm': 16.394229888916016, 'learning_rate': 6.80194131812368e-06, 'rewards/chosen': 0.8572030067443848, 'rewards/rejected': 0.5482025146484375, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.30900058150291443, 'logps/chosen': -283.9140930175781, 'logps/rejected': -296.91986083984375, 'logits/chosen': -7.6542534828186035, 'logits/rejected': -7.576836109161377, 'epoch': 0.27}
{'loss': 0.6322, 'grad_norm': 73.55355072021484, 'learning_rate': 6.769818644911511e-06, 'rewards/chosen': 0.9225410223007202, 'rewards/rejected': 0.24378930032253265, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.6787517070770264, 'logps/chosen': -272.00457763671875, 'logps/rejected': -278.4750671386719, 'logits/chosen': -7.548470973968506, 'logits/rejected': -7.442913055419922, 'epoch': 0.28}
{'loss': 0.6157, 'grad_norm': 25.861419677734375, 'learning_rate': 6.73597020983331e-06, 'rewards/chosen': 0.861716628074646, 'rewards/rejected': 0.2930820882320404, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.568634569644928, 'logps/chosen': -280.6880187988281, 'logps/rejected': -295.2484436035156, 'logits/chosen': -7.563704490661621, 'logits/rejected': -7.653669357299805, 'epoch': 0.3}
{'loss': 0.5719, 'grad_norm': 32.58240509033203, 'learning_rate': 6.700414073864908e-06, 'rewards/chosen': 0.8274128437042236, 'rewards/rejected': 0.14152631163597107, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.6858863830566406, 'logps/chosen': -273.66552734375, 'logps/rejected': -276.579345703125, 'logits/chosen': -7.436306953430176, 'logits/rejected': -7.538241863250732, 'epoch': 0.31}
{'loss': 0.5938, 'grad_norm': 30.817459106445312, 'learning_rate': 6.663169209183615e-06, 'rewards/chosen': 0.6360858678817749, 'rewards/rejected': 0.22811461985111237, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.40797126293182373, 'logps/chosen': -243.8729705810547, 'logps/rejected': -268.4769592285156, 'logits/chosen': -7.696648597717285, 'logits/rejected': -7.641114234924316, 'epoch': 0.33}
{'loss': 0.4492, 'grad_norm': 44.63763427734375, 'learning_rate': 6.624255489044994e-06, 'rewards/chosen': 0.8020583391189575, 'rewards/rejected': -0.16905125975608826, 'rewards/accuracies': 0.875, 'rewards/margins': 0.9711095690727234, 'logps/chosen': -300.3836364746094, 'logps/rejected': -307.50738525390625, 'logits/chosen': -7.450259208679199, 'logits/rejected': -7.470462322235107, 'epoch': 0.34}
{'loss': 0.6636, 'grad_norm': 157.73574829101562, 'learning_rate': 6.583693677178802e-06, 'rewards/chosen': 0.4063696563243866, 'rewards/rejected': -0.1364567130804062, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.5428263545036316, 'logps/chosen': -242.7813720703125, 'logps/rejected': -253.4194793701172, 'logits/chosen': -7.624624252319336, 'logits/rejected': -7.5416412353515625, 'epoch': 0.36}
{'loss': 1.007, 'grad_norm': 434.64111328125, 'learning_rate': 6.541505416709806e-06, 'rewards/chosen': 0.39207521080970764, 'rewards/rejected': -0.41026726365089417, 'rewards/accuracies': 0.65625, 'rewards/margins': 0.802342414855957, 'logps/chosen': -283.4139099121094, 'logps/rejected': -314.7935791015625, 'logits/chosen': -7.641305446624756, 'logits/rejected': -7.596699237823486, 'epoch': 0.37}
{'loss': 0.5205, 'grad_norm': 76.84815216064453, 'learning_rate': 6.4977132186093605e-06, 'rewards/chosen': 0.26689857244491577, 'rewards/rejected': -0.27166199684143066, 'rewards/accuracies': 0.75, 'rewards/margins': 0.5385605692863464, 'logps/chosen': -284.0118408203125, 'logps/rejected': -236.8165283203125, 'logits/chosen': -7.490424633026123, 'logits/rejected': -7.601478099822998, 'epoch': 0.39}
{'loss': 0.3606, 'grad_norm': 67.68248748779297, 'learning_rate': 6.452340449683919e-06, 'rewards/chosen': 0.44621261954307556, 'rewards/rejected': -0.5498052835464478, 'rewards/accuracies': 0.90625, 'rewards/margins': 0.9960179924964905, 'logps/chosen': -248.11984252929688, 'logps/rejected': -297.9072265625, 'logits/chosen': -7.456286907196045, 'logits/rejected': -7.591224193572998, 'epoch': 0.4}
{'loss': 0.5754, 'grad_norm': 147.52655029296875, 'learning_rate': 6.4054113201068855e-06, 'rewards/chosen': 0.45778757333755493, 'rewards/rejected': -0.5402791500091553, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.998066782951355, 'logps/chosen': -276.99322509765625, 'logps/rejected': -312.8680114746094, 'logits/chosen': -7.467282772064209, 'logits/rejected': -7.521953105926514, 'epoch': 0.42}
{'loss': 0.5178, 'grad_norm': 116.87608337402344, 'learning_rate': 6.356950870500458e-06, 'rewards/chosen': 0.3347666561603546, 'rewards/rejected': -0.44563132524490356, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.7803980112075806, 'logps/chosen': -240.3831329345703, 'logps/rejected': -307.1795349121094, 'logits/chosen': -7.485579490661621, 'logits/rejected': -7.431727409362793, 'epoch': 0.43}
{'loss': 0.5123, 'grad_norm': 79.4510269165039, 'learning_rate': 6.306984958574358e-06, 'rewards/chosen': 0.3632059395313263, 'rewards/rejected': -0.40634825825691223, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.7695542573928833, 'logps/chosen': -272.12896728515625, 'logps/rejected': -254.91819763183594, 'logits/chosen': -7.607346534729004, 'logits/rejected': -7.557701587677002, 'epoch': 0.45}
{'loss': 1.9337, 'grad_norm': 1074.7669677734375, 'learning_rate': 6.25554024532858e-06, 'rewards/chosen': 0.3671160936355591, 'rewards/rejected': -0.19690833985805511, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.5640243887901306, 'logps/chosen': -263.7986755371094, 'logps/rejected': -274.0022888183594, 'logits/chosen': -7.434699058532715, 'logits/rejected': -7.592006206512451, 'epoch': 0.46}
{'loss': 0.4987, 'grad_norm': 110.6705551147461, 'learning_rate': 6.202644180827511e-06, 'rewards/chosen': 0.6497213840484619, 'rewards/rejected': -0.27827197313308716, 'rewards/accuracies': 0.71875, 'rewards/margins': 0.9279932975769043, 'logps/chosen': -273.96710205078125, 'logps/rejected': -291.6847839355469, 'logits/chosen': -7.44390869140625, 'logits/rejected': -7.640050888061523, 'epoch': 0.48}
{'loss': 0.5212, 'grad_norm': 44.6219367980957, 'learning_rate': 6.1483249895530185e-06, 'rewards/chosen': 0.7312152981758118, 'rewards/rejected': -0.1866523027420044, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9178676009178162, 'logps/chosen': -258.7010803222656, 'logps/rejected': -296.1440124511719, 'logits/chosen': -7.558243751525879, 'logits/rejected': -7.57905387878418, 'epoch': 0.49}
{'loss': 0.6007, 'grad_norm': 129.5288543701172, 'learning_rate': 6.0926116553443345e-06, 'rewards/chosen': 0.7266414761543274, 'rewards/rejected': -0.3119299113750458, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.0385714769363403, 'logps/chosen': -277.9380187988281, 'logps/rejected': -293.99365234375, 'logits/chosen': -7.4054484367370605, 'logits/rejected': -7.453559875488281, 'epoch': 0.51}
{'loss': 0.3662, 'grad_norm': 34.790916442871094, 'learning_rate': 6.035533905932738e-06, 'rewards/chosen': 0.7890713810920715, 'rewards/rejected': -0.4087545871734619, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.1978259086608887, 'logps/chosen': -270.8367004394531, 'logps/rejected': -286.56524658203125, 'logits/chosen': -7.5174031257629395, 'logits/rejected': -7.56020450592041, 'epoch': 0.52}
{'loss': 0.4628, 'grad_norm': 159.77320861816406, 'learning_rate': 5.977122197079329e-06, 'rewards/chosen': 0.6904898881912231, 'rewards/rejected': -0.4663315415382385, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1568214893341064, 'logps/chosen': -231.8916778564453, 'logps/rejected': -267.5350646972656, 'logits/chosen': -7.592342376708984, 'logits/rejected': -7.540741920471191, 'epoch': 0.54}
{'loss': 5.5944, 'grad_norm': 7564.94873046875, 'learning_rate': 5.917407696324321e-06, 'rewards/chosen': 0.7103016376495361, 'rewards/rejected': -0.34232696890830994, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.052628517150879, 'logps/chosen': -298.614013671875, 'logps/rejected': -274.7083740234375, 'logits/chosen': -7.484053134918213, 'logits/rejected': -7.577202796936035, 'epoch': 0.55}
{'loss': 0.7326, 'grad_norm': 274.78839111328125, 'learning_rate': 5.856422266356552e-06, 'rewards/chosen': 0.2709150016307831, 'rewards/rejected': -0.47639375925064087, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.7473087906837463, 'logps/chosen': -246.230224609375, 'logps/rejected': -271.2387390136719, 'logits/chosen': -7.660500526428223, 'logits/rejected': -7.52022647857666, 'epoch': 0.57}
{'loss': 0.4187, 'grad_norm': 36.60986328125, 'learning_rate': 5.794198448012069e-06, 'rewards/chosen': 0.8593621253967285, 'rewards/rejected': -0.16996505856513977, 'rewards/accuracies': 0.875, 'rewards/margins': 1.029327154159546, 'logps/chosen': -263.0716857910156, 'logps/rejected': -265.2401123046875, 'logits/chosen': -7.368744373321533, 'logits/rejected': -7.67225980758667, 'epoch': 0.58}
{'loss': 0.4503, 'grad_norm': 35.441131591796875, 'learning_rate': 5.73076944291087e-06, 'rewards/chosen': 0.7016940712928772, 'rewards/rejected': -0.25213822722435, 'rewards/accuracies': 0.84375, 'rewards/margins': 0.9538323283195496, 'logps/chosen': -267.60467529296875, 'logps/rejected': -263.60516357421875, 'logits/chosen': -7.352428436279297, 'logits/rejected': -7.503825664520264, 'epoch': 0.6}
{'loss': 0.433, 'grad_norm': 75.55816650390625, 'learning_rate': 5.6661690957410465e-06, 'rewards/chosen': 0.8349195122718811, 'rewards/rejected': -0.3118151128292084, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.146734595298767, 'logps/chosen': -271.408203125, 'logps/rejected': -273.575439453125, 'logits/chosen': -7.431822299957275, 'logits/rejected': -7.56959867477417, 'epoch': 0.61}
{'loss': 0.3566, 'grad_norm': 50.59935760498047, 'learning_rate': 5.60043187619982e-06, 'rewards/chosen': 0.8466999530792236, 'rewards/rejected': -0.2964944839477539, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1431944370269775, 'logps/chosen': -252.71963500976562, 'logps/rejected': -279.6964111328125, 'logits/chosen': -7.325605869293213, 'logits/rejected': -7.5023112297058105, 'epoch': 0.63}
{'loss': 0.6078, 'grad_norm': 131.79820251464844, 'learning_rate': 5.533592860601067e-06, 'rewards/chosen': 0.4817136228084564, 'rewards/rejected': 0.09928080439567566, 'rewards/accuracies': 0.625, 'rewards/margins': 0.3824327886104584, 'logps/chosen': -300.8711242675781, 'logps/rejected': -309.930908203125, 'logits/chosen': -7.478083610534668, 'logits/rejected': -7.56916618347168, 'epoch': 0.64}
{'loss': 0.3251, 'grad_norm': 40.86227798461914, 'learning_rate': 5.465687713159162e-06, 'rewards/chosen': 0.5255545377731323, 'rewards/rejected': -0.4784529507160187, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.0040074586868286, 'logps/chosen': -269.7793884277344, 'logps/rejected': -286.9974670410156, 'logits/chosen': -7.393424034118652, 'logits/rejected': -7.612097263336182, 'epoch': 0.65}
{'loss': 0.4043, 'grad_norm': 43.37042236328125, 'learning_rate': 5.396752666959136e-06, 'rewards/chosen': 0.5876917839050293, 'rewards/rejected': -0.3009285032749176, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.8886201977729797, 'logps/chosen': -274.8719482421875, 'logps/rejected': -309.8716125488281, 'logits/chosen': -7.4553422927856445, 'logits/rejected': -7.5888285636901855, 'epoch': 0.67}
{'loss': 1.0335, 'grad_norm': 378.3357238769531, 'learning_rate': 5.326824504623289e-06, 'rewards/chosen': 0.39563125371932983, 'rewards/rejected': -0.2922653555870056, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6878966689109802, 'logps/chosen': -281.14886474609375, 'logps/rejected': -264.0671081542969, 'logits/chosen': -7.485869884490967, 'logits/rejected': -7.562828063964844, 'epoch': 0.68}
{'loss': 1.1892, 'grad_norm': 511.0121765136719, 'learning_rate': 5.255940538684579e-06, 'rewards/chosen': 0.17394395172595978, 'rewards/rejected': -0.6427313685417175, 'rewards/accuracies': 0.78125, 'rewards/margins': 0.8166751861572266, 'logps/chosen': -255.08282470703125, 'logps/rejected': -256.3330993652344, 'logits/chosen': -7.661712646484375, 'logits/rejected': -7.56646728515625, 'epoch': 0.7}
{'loss': 0.4823, 'grad_norm': 274.4152526855469, 'learning_rate': 5.184138591677262e-06, 'rewards/chosen': 0.32075235247612, 'rewards/rejected': -0.7751894593238831, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.0959419012069702, 'logps/chosen': -287.1383056640625, 'logps/rejected': -299.8966064453125, 'logits/chosen': -7.53896427154541, 'logits/rejected': -7.5941667556762695, 'epoch': 0.71}
{'loss': 0.2618, 'grad_norm': 59.3021240234375, 'learning_rate': 5.111456975955399e-06, 'rewards/chosen': 0.5122612118721008, 'rewards/rejected': -0.7956852316856384, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.3079464435577393, 'logps/chosen': -313.222412109375, 'logps/rejected': -292.547119140625, 'logits/chosen': -7.448204040527344, 'logits/rejected': -7.644524097442627, 'epoch': 0.73}
{'loss': 7.0889, 'grad_norm': 5229.41845703125, 'learning_rate': 5.037934473250005e-06, 'rewards/chosen': 0.2618543803691864, 'rewards/rejected': -0.9453376531600952, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.2071919441223145, 'logps/chosen': -271.2897033691406, 'logps/rejected': -288.9442443847656, 'logits/chosen': -7.5124921798706055, 'logits/rejected': -7.619923114776611, 'epoch': 0.74}
{'loss': 0.5422, 'grad_norm': 165.16287231445312, 'learning_rate': 4.963610313975745e-06, 'rewards/chosen': 0.6611613631248474, 'rewards/rejected': -0.4803456962108612, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.1415070295333862, 'logps/chosen': -259.6061096191406, 'logps/rejected': -260.3518371582031, 'logits/chosen': -7.604079246520996, 'logits/rejected': -7.734477519989014, 'epoch': 0.76}
{'loss': 138.8332, 'grad_norm': 244419.53125, 'learning_rate': 4.888524156298231e-06, 'rewards/chosen': 0.2137504667043686, 'rewards/rejected': -0.825925350189209, 'rewards/accuracies': 0.875, 'rewards/margins': 1.0396757125854492, 'logps/chosen': -249.6017608642578, 'logps/rejected': -248.15469360351562, 'logits/chosen': -7.448232650756836, 'logits/rejected': -7.562406063079834, 'epoch': 0.77}
{'loss': 0.4427, 'grad_norm': 96.41163635253906, 'learning_rate': 4.812716064973054e-06, 'rewards/chosen': 0.6554567813873291, 'rewards/rejected': -0.4741344153881073, 'rewards/accuracies': 0.84375, 'rewards/margins': 1.1295912265777588, 'logps/chosen': -308.9452819824219, 'logps/rejected': -278.0214538574219, 'logits/chosen': -7.364035129547119, 'logits/rejected': -7.525238990783691, 'epoch': 0.79}
{'loss': 0.9983, 'grad_norm': 552.8080444335938, 'learning_rate': 4.736226489967889e-06, 'rewards/chosen': 0.5437478423118591, 'rewards/rejected': -0.6334713697433472, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1772191524505615, 'logps/chosen': -257.4703369140625, 'logps/rejected': -266.53045654296875, 'logits/chosen': -7.544980049133301, 'logits/rejected': -7.611854553222656, 'epoch': 0.8}
{'loss': 0.3417, 'grad_norm': 92.93070983886719, 'learning_rate': 4.659096244879049e-06, 'rewards/chosen': 0.46255621314048767, 'rewards/rejected': -0.6833430528640747, 'rewards/accuracies': 0.875, 'rewards/margins': 1.1458991765975952, 'logps/chosen': -299.6094055175781, 'logps/rejected': -285.7359313964844, 'logits/chosen': -7.588336944580078, 'logits/rejected': -7.665599822998047, 'epoch': 0.82}
{'loss': 0.4952, 'grad_norm': 203.94979858398438, 'learning_rate': 4.581366485154007e-06, 'rewards/chosen': 0.6596710681915283, 'rewards/rejected': -0.5902140140533447, 'rewards/accuracies': 0.78125, 'rewards/margins': 1.249885082244873, 'logps/chosen': -282.35491943359375, 'logps/rejected': -269.9269714355469, 'logits/chosen': -7.527495384216309, 'logits/rejected': -7.725734710693359, 'epoch': 0.83}
{'loss': 0.4081, 'grad_norm': 34.52200698852539, 'learning_rate': 4.503078686131522e-06, 'rewards/chosen': 0.5207567811012268, 'rewards/rejected': -0.326170951128006, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.8469277024269104, 'logps/chosen': -230.1441192626953, 'logps/rejected': -226.37796020507812, 'logits/chosen': -7.519972801208496, 'logits/rejected': -7.522164344787598, 'epoch': 0.85}
{'loss': 0.9981, 'grad_norm': 376.1586608886719, 'learning_rate': 4.424274620911067e-06, 'rewards/chosen': 0.5144945383071899, 'rewards/rejected': -0.35547396540641785, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.8699685335159302, 'logps/chosen': -261.179443359375, 'logps/rejected': -290.53863525390625, 'logits/chosen': -7.675585746765137, 'logits/rejected': -7.637539863586426, 'epoch': 0.86}
{'loss': 0.6207, 'grad_norm': 218.5343780517578, 'learning_rate': 4.344996338063384e-06, 'rewards/chosen': 0.5560503602027893, 'rewards/rejected': -0.6568430662155151, 'rewards/accuracies': 0.90625, 'rewards/margins': 1.2128934860229492, 'logps/chosen': -276.76605224609375, 'logps/rejected': -251.64027404785156, 'logits/chosen': -7.388525485992432, 'logits/rejected': -7.455103397369385, 'epoch': 0.88}
{'loss': 0.7175, 'grad_norm': 308.6741943359375, 'learning_rate': 4.265286139194048e-06, 'rewards/chosen': 0.7247129678726196, 'rewards/rejected': -0.49742284417152405, 'rewards/accuracies': 0.875, 'rewards/margins': 1.2221359014511108, 'logps/chosen': -256.4975891113281, 'logps/rejected': -263.315673828125, 'logits/chosen': -7.4110426902771, 'logits/rejected': -7.596077919006348, 'epoch': 0.89}
{'loss': 0.3857, 'grad_norm': 51.61206817626953, 'learning_rate': 4.1851865563720144e-06, 'rewards/chosen': 0.81020587682724, 'rewards/rejected': -0.41541993618011475, 'rewards/accuracies': 0.8125, 'rewards/margins': 1.22562575340271, 'logps/chosen': -252.18894958496094, 'logps/rejected': -263.15496826171875, 'logits/chosen': -7.571223258972168, 'logits/rejected': -7.602673530578613, 'epoch': 0.91}
{'loss': 0.3925, 'grad_norm': 40.69004440307617, 'learning_rate': 4.1047403294351995e-06, 'rewards/chosen': 0.9705350995063782, 'rewards/rejected': -0.22058488428592682, 'rewards/accuracies': 0.9375, 'rewards/margins': 1.1911200284957886, 'logps/chosen': -253.17498779296875, 'logps/rejected': -262.12274169921875, 'logits/chosen': -7.6735520362854, 'logits/rejected': -7.497300148010254, 'epoch': 0.92}
{'loss': 0.5211, 'grad_norm': 23.303659439086914, 'learning_rate': 4.0239903831851964e-06, 'rewards/chosen': 0.7792612314224243, 'rewards/rejected': 0.16961653530597687, 'rewards/accuracies': 0.75, 'rewards/margins': 0.6096447706222534, 'logps/chosen': -296.81842041015625, 'logps/rejected': -300.0299987792969, 'logits/chosen': -7.563872337341309, 'logits/rejected': -7.514379501342773, 'epoch': 0.94}
